"","cidade","area","comodos","banheiros","vagas","andares","animais","mobilia","condominio","aluguel","iptu","seguro","somatorio","cod","andares_new","animais_new","mobilia_new"
"635","Campinas",119,3,1,1,"5","acept","not furnished",926,1200,100,16,2242,635,5,1,0
"641","Belo Horizonte",1000,5,7,8,"0","acept","not furnished",0,14980,1904,246,17130,641,0,1,0
"645","Campinas",185,3,3,2,"6","acept","not furnished",1200,2200,100,28,3528,645,6,1,0
"646","Rio de Janeiro",40,1,1,0,"0","acept","not furnished",0,1200,20,19,1239,646,0,1,0
"650","Campinas",205,3,2,1,"2","acept","not furnished",950,2200,156,28,3334,650,2,1,0
"651","Porto Alegre",550,5,5,3,"0","acept","not furnished",0,9000,500,160,9660,651,0,1,0
"652","Campinas",50,1,1,1,"3","acept","not furnished",393,650,33,9,1085,652,3,1,0
"654","Rio de Janeiro",280,3,2,2,"10","acept","furnished",3140,8000,1126,104,12370,654,10,1,1
"658","Belo Horizonte",40,1,1,0,"3","not acept","not furnished",496,1000,116,14,1626,658,3,0,0
"659","Rio de Janeiro",117,3,2,1,"7","acept","not furnished",750,4110,384,53,5297,659,7,1,0
"661","Belo Horizonte",140,2,2,2,"11","acept","furnished",692,2800,104,38,3634,661,11,1,1
"663","Porto Alegre",44,1,2,0,"3","acept","not furnished",140,1350,100,20,1610,663,3,1,0
"667","Belo Horizonte",405,2,3,0,"7","acept","not furnished",3500,4000,699,54,8253,667,7,1,0
"669","Belo Horizonte",80,3,3,1,"3","acept","not furnished",560,1501,0,20,2081,669,3,1,0
"676","Belo Horizonte",20,1,1,0,"6","not acept","not furnished",420,1050,79,14,1563,676,6,0,0
"678","Campinas",50,1,1,1,"8","acept","not furnished",780,1690,62,22,2554,678,8,1,0
"681","Belo Horizonte",100,2,2,0,"0","acept","not furnished",0,11000,100,181,11280,681,0,1,0
"684","Rio de Janeiro",49,2,1,0,"4","acept","not furnished",362,1350,58,18,1788,684,4,1,0
"686","Campinas",82,3,2,1,"6","acept","not furnished",825,1500,142,20,2487,686,6,1,0
"688","Rio de Janeiro",170,4,2,2,"6","acept","not furnished",2420,9000,834,116,12370,688,6,1,0
"689","Porto Alegre",105,3,2,2,"3","acept","furnished",370,2890,217,43,3520,689,3,1,1
"693","Porto Alegre",320,4,3,2,"0","acept","not furnished",0,4500,125,80,4705,693,0,1,0
"695","Campinas",100,3,2,3,"0","acept","not furnished",0,2200,0,34,2234,695,0,1,0
"701","Porto Alegre",64,2,1,0,"1","acept","not furnished",300,1750,42,26,2118,701,1,1,0
"702","Porto Alegre",60,2,1,0,"1","acept","not furnished",326,990,25,15,1356,702,1,1,0
"706","Rio de Janeiro",60,1,1,1,"7","acept","not furnished",650,1210,106,16,1982,706,7,1,0
"707","Porto Alegre",40,1,1,1,"9","not acept","furnished",1300,1200,68,18,2586,707,9,0,1
"708","Campinas",230,4,4,8,"0","acept","not furnished",0,5100,320,77,5497,708,0,1,0
"712","Rio de Janeiro",214,3,3,3,"4","acept","not furnished",3575,14000,1050,181,18810,712,4,1,0
"715","Porto Alegre",85,3,2,2,"9","not acept","furnished",940,3300,102,49,4391,715,9,0,1
"717","Porto Alegre",30,1,1,0,"4","acept","not furnished",198,755,22,12,987,717,4,1,0
"722","Porto Alegre",100,2,2,1,"0","not acept","not furnished",0,1346,0,24,1370,722,0,0,0
"724","Porto Alegre",240,4,3,5,"0","acept","not furnished",0,2500,120,45,2665,724,0,1,0
"727","Belo Horizonte",325,5,4,7,"0","acept","furnished",0,8900,417,146,9463,727,0,1,1
"731","Belo Horizonte",65,2,1,1,"9","acept","not furnished",450,1545,94,7,2096,731,9,1,0
"732","Campinas",57,2,1,0,"2","acept","not furnished",378,800,31,11,1220,732,2,1,0
"735","Rio de Janeiro",70,2,1,1,"6","acept","not furnished",900,1900,122,25,2947,735,6,1,0
"737","Rio de Janeiro",34,1,1,0,"3","not acept","furnished",820,2000,114,26,2960,737,3,0,1
"738","Rio de Janeiro",25,1,1,0,"0","not acept","not furnished",0,660,0,11,671,738,0,0,0
"740","Porto Alegre",120,3,2,2,"2","acept","furnished",700,2975,155,44,3874,740,2,1,1
"741","Porto Alegre",60,2,1,1,"0","acept","not furnished",0,1400,96,25,1521,741,0,1,0
"745","Porto Alegre",105,3,3,1,"3","acept","furnished",1300,2300,130,34,3764,745,3,1,1
"747","Belo Horizonte",140,4,2,2,"5","not acept","not furnished",820,2500,253,34,3607,747,5,0,0
"748","Rio de Janeiro",70,2,2,1,"9","acept","not furnished",1200,4000,184,52,5436,748,9,1,0
"749","Porto Alegre",383,5,5,4,"0","acept","not furnished",0,10000,250,178,10430,749,0,1,0
"751","Porto Alegre",57,2,2,1,"6","not acept","not furnished",425,1800,75,27,2327,751,6,0,0
"753","Belo Horizonte",341,10,6,7,"0","acept","not furnished",0,5500,459,91,6050,753,0,1,0
"754","Belo Horizonte",600,5,6,8,"0","acept","furnished",0,10500,642,173,11320,754,0,1,1
"756","Campinas",98,3,2,1,"1","acept","not furnished",727,1233,84,16,2060,756,1,1,0
"758","Rio de Janeiro",42,1,1,0,"4","acept","furnished",500,2800,79,37,3416,758,4,1,1
"759","Campinas",120,3,3,3,"8","not acept","not furnished",700,2700,167,35,3602,759,8,0,0
"760","Rio de Janeiro",78,2,2,1,"8","acept","not furnished",720,1400,290,19,2429,760,8,1,0
"764","Porto Alegre",77,2,1,0,"1","not acept","not furnished",0,1130,25,17,1172,764,1,0,0
"765","Porto Alegre",75,2,2,1,"3","acept","not furnished",200,1500,142,22,1864,765,3,1,0
"769","Belo Horizonte",70,3,1,1,"8","acept","not furnished",395,1300,71,18,1784,769,8,1,0
"770","Belo Horizonte",345,3,3,0,"0","not acept","furnished",0,3500,150,58,3708,770,0,0,1
"773","Porto Alegre",55,2,1,1,"0","acept","furnished",0,1300,34,24,1358,773,0,1,1
"774","Rio de Janeiro",80,2,1,1,"17","acept","not furnished",866,1820,235,24,2945,774,17,1,0
"775","Porto Alegre",42,1,1,1,"11","acept","not furnished",500,2200,50,33,2783,775,11,1,0
"778","Rio de Janeiro",380,4,3,2,"9","acept","not furnished",3220,15000,1348,194,19760,778,9,1,0
"780","Belo Horizonte",120,4,3,2,"1","acept","not furnished",0,3250,0,44,3294,780,1,1,0
"783","Campinas",50,2,1,1,"4","acept","not furnished",330,1080,0,14,1424,783,4,1,0
"784","Belo Horizonte",90,3,2,2,"2","not acept","not furnished",530,2000,159,27,2716,784,2,0,0
"787","Porto Alegre",62,2,1,1,"7","not acept","not furnished",485,1620,54,24,2183,787,7,0,0
"789","Porto Alegre",80,2,1,1,"1","acept","not furnished",200,1650,70,25,1945,789,1,1,0
"791","Porto Alegre",110,2,2,1,"3","acept","furnished",600,1800,152,27,2579,791,3,1,1
"793","Rio de Janeiro",85,3,2,1,"4","acept","not furnished",1250,1800,306,24,3380,793,4,1,0
"794","Belo Horizonte",105,4,3,3,"5","acept","not furnished",1148,1900,228,26,3302,794,5,1,0
"796","Rio de Janeiro",80,2,1,0,"9","acept","not furnished",330,831,159,11,1331,796,9,1,0
"799","Rio de Janeiro",70,1,2,1,"6","not acept","not furnished",1100,1200,85,16,2401,799,6,0,0
"800","Belo Horizonte",75,3,1,1,"4","not acept","not furnished",482,1000,145,14,1641,800,4,0,0
"806","Porto Alegre",40,1,1,1,"7","acept","furnished",400,1400,36,21,1857,806,7,1,1
"808","Belo Horizonte",298,4,3,2,"3","acept","furnished",330,2500,300,34,3164,808,3,1,1
"809","Belo Horizonte",87,4,2,2,"2","acept","not furnished",370,1600,160,22,2152,809,2,1,0
"812","Belo Horizonte",293,6,2,3,"0","acept","not furnished",0,2600,138,43,2781,812,0,1,0
"814","Belo Horizonte",305,4,3,3,"14","acept","not furnished",2500,9000,660,120,12280,814,14,1,0
"815","Campinas",50,2,1,1,"0","not acept","not furnished",0,1040,277,14,1331,815,0,0,0
"817","Porto Alegre",367,3,4,4,"8","not acept","not furnished",7000,15000,1032,220,23250,817,8,0,0
"818","Rio de Janeiro",50,2,1,0,"9","acept","furnished",505,2350,64,31,2950,818,9,1,1
"821","Rio de Janeiro",140,3,2,1,"4","acept","not furnished",1100,1350,95,18,2563,821,4,1,0
"825","Porto Alegre",67,2,1,0,"3","acept","not furnished",330,1523,50,23,1926,825,3,1,0
"827","Belo Horizonte",70,2,1,1,"0","acept","not furnished",0,1000,75,17,1092,827,0,1,0
"834","Belo Horizonte",50,2,1,1,"1","acept","not furnished",100,915,63,13,1091,834,1,1,0
"835","Belo Horizonte",60,2,1,0,"3","acept","not furnished",290,2200,80,30,2600,835,3,1,0
"838","Belo Horizonte",100,3,2,1,"5","acept","not furnished",730,1500,120,20,2370,838,5,1,0
"841","Campinas",48,1,1,0,"4","not acept","not furnished",490,500,17,7,1014,841,4,0,0
"843","Belo Horizonte",90,3,2,1,"2","acept","not furnished",280,1200,100,16,1596,843,2,1,0
"844","Porto Alegre",78,3,2,1,"4","acept","not furnished",450,2800,75,41,3366,844,4,1,0
"846","Belo Horizonte",180,3,3,2,"1","acept","not furnished",1500,2950,267,40,4757,846,1,1,0
"847","Campinas",82,3,2,1,"1","acept","not furnished",650,1200,100,16,1966,847,1,1,0
"853","Rio de Janeiro",23,1,1,0,"5","not acept","not furnished",320,1540,0,20,1880,853,5,0,0
"854","Rio de Janeiro",95,3,2,1,"3","acept","not furnished",1061,2500,67,33,3661,854,3,1,0
"857","Porto Alegre",148,2,1,2,"3","acept","not furnished",385,1650,880,25,2940,857,3,1,0
"865","Belo Horizonte",130,4,1,3,"0","not acept","not furnished",0,2150,0,36,2186,865,0,0,0
"867","Campinas",50,1,1,0,"7","acept","not furnished",305,650,13,9,977,867,7,1,0
"868","Belo Horizonte",840,5,6,5,"0","acept","not furnished",0,8000,511,132,8643,868,0,1,0
"869","Rio de Janeiro",95,3,3,0,"5","acept","not furnished",750,1999,291,26,3066,869,5,1,0
"871","Rio de Janeiro",60,2,1,0,"2","acept","not furnished",380,1350,0,18,1748,871,2,1,0
"873","Rio de Janeiro",200,4,3,2,"2","acept","not furnished",1900,8000,756,104,10760,873,2,1,0
"875","Belo Horizonte",66,3,1,0,"0","acept","not furnished",15,1525,0,26,1566,875,0,1,0
"877","Rio de Janeiro",48,2,1,1,"12","acept","not furnished",400,1270,9,17,1696,877,12,1,0
"879","Porto Alegre",136,4,3,2,"3","not acept","not furnished",750,4000,327,59,5136,879,3,0,0
"885","Campinas",184,4,3,4,"0","acept","not furnished",0,3240,220,49,3509,885,0,1,0
"889","Belo Horizonte",37,1,1,1,"7","not acept","not furnished",425,2000,0,27,2452,889,7,0,0
"894","Belo Horizonte",155,4,3,3,"7","acept","not furnished",1200,3300,356,44,4900,894,7,1,0
"897","Belo Horizonte",95,3,2,2,"1","acept","not furnished",210,1400,122,19,1751,897,1,1,0
"899","Rio de Janeiro",70,3,2,1,"9","acept","not furnished",1002,850,255,11,2118,899,9,1,0
"901","Belo Horizonte",130,3,3,1,"2","acept","not furnished",690,3200,150,43,4083,901,2,1,0
"902","Porto Alegre",72,2,1,0,"1","acept","not furnished",80,1300,40,19,1439,902,1,1,0
"903","Belo Horizonte",130,2,1,1,"0","acept","not furnished",0,1280,59,21,1360,903,0,1,0
"904","Rio de Janeiro",80,2,3,1,"7","acept","furnished",850,1300,320,10,2480,904,7,1,1
"908","Porto Alegre",230,4,1,1,"3","acept","not furnished",1287,3500,370,52,5209,908,3,1,0
"910","Belo Horizonte",100,3,2,3,"0","acept","not furnished",0,2800,0,46,2846,910,0,1,0
"911","Belo Horizonte",40,1,1,1,"2","not acept","furnished",0,970,0,13,983,911,2,0,1
"912","Campinas",75,3,1,1,"1","not acept","not furnished",296,12000,0,181,12480,912,1,0,0
"914","Porto Alegre",68,2,2,1,"3","acept","not furnished",400,1800,82,27,2309,914,3,1,0
"916","Porto Alegre",600,5,4,5,"0","acept","furnished",0,12000,1167,214,13380,916,0,1,1
"918","Porto Alegre",290,4,4,3,"0","acept","not furnished",0,2500,262,45,2807,918,0,1,0
"919","Porto Alegre",120,3,1,0,"4","acept","not furnished",1090,1500,125,22,2737,919,4,1,0
"920","Rio de Janeiro",35,1,1,0,"3","acept","furnished",450,1600,0,21,2071,920,3,1,1
"921","Belo Horizonte",40,1,1,1,"2","not acept","furnished",0,970,0,13,983,921,2,0,1
"923","Campinas",53,2,1,1,"1","acept","not furnished",0,800,65,11,876,923,1,1,0
"925","Porto Alegre",150,4,2,2,"0","acept","not furnished",600,1100,0,20,1720,925,0,1,0
"931","Rio de Janeiro",75,2,1,0,"4","acept","not furnished",440,1200,0,16,1656,931,4,1,0
"932","Porto Alegre",90,3,2,0,"3","not acept","not furnished",405,1105,31,17,1558,932,3,0,0
"938","Campinas",148,3,2,0,"14","acept","not furnished",610,1700,102,22,2434,938,14,1,0
"943","Rio de Janeiro",77,3,1,0,"2","acept","furnished",1163,4200,269,55,5687,943,2,1,1
"944","Belo Horizonte",50,2,1,0,"0","acept","not furnished",0,850,30,12,892,944,0,1,0
"947","Rio de Janeiro",180,3,2,1,"9","acept","not furnished",1600,4900,459,64,7023,947,9,1,0
"948","Porto Alegre",68,3,2,1,"10","acept","not furnished",600,1600,76,24,2300,948,10,1,0
"951","Campinas",212,4,1,2,"0","acept","not furnished",0,1500,88,23,1611,951,0,1,0
"953","Porto Alegre",280,5,4,8,"0","acept","not furnished",0,10000,417,178,10600,953,0,1,0
"958","Campinas",51,3,1,1,"0","acept","not furnished",246,1100,71,14,1431,958,0,1,0
"959","Rio de Janeiro",75,2,3,1,"2","acept","not furnished",862,1600,260,21,2743,959,2,1,0
"961","Rio de Janeiro",25,1,1,0,"1","acept","not furnished",50,700,0,10,760,961,1,1,0
"962","Porto Alegre",340,5,4,4,"0","acept","not furnished",0,4800,300,86,5186,962,0,1,0
"963","Rio de Janeiro",60,2,1,0,"2","acept","not furnished",880,2650,209,35,3774,963,2,1,0
"964","Campinas",90,1,1,1,"7","not acept","furnished",1750,1680,100,22,3552,964,7,0,1
"972","Belo Horizonte",300,4,4,4,"4","acept","not furnished",2200,10000,1114,134,13450,972,4,1,0
"973","Belo Horizonte",181,3,3,3,"0","acept","not furnished",0,5500,148,91,5739,973,0,1,0
"977","Belo Horizonte",65,2,1,1,"6","not acept","not furnished",486,1200,101,16,1803,977,6,0,0
"980","Belo Horizonte",53,1,1,0,"1","acept","not furnished",398,1300,89,18,1805,980,1,1,0
"981","Belo Horizonte",340,4,5,4,"20","acept","not furnished",2260,12000,872,160,15290,981,20,1,0
"984","Campinas",50,1,1,1,"7","not acept","furnished",406,2800,123,36,3365,984,7,0,1
"986","Belo Horizonte",80,3,2,1,"2","acept","not furnished",413,1800,124,24,2361,986,2,1,0
"989","Campinas",70,3,2,2,"2","acept","furnished",359,2010,74,26,2469,989,2,1,1
"991","Rio de Janeiro",500,5,5,1,"0","acept","not furnished",0,7900,486,121,8507,991,0,1,0
"992","Porto Alegre",49,2,1,1,"0","acept","not furnished",150,1220,6,22,1398,992,0,1,0
"994","Rio de Janeiro",35,1,1,0,"6","not acept","furnished",0,2570,58,34,2662,994,6,0,1
"998","Belo Horizonte",300,3,3,2,"0","acept","not furnished",0,5000,690,82,5772,998,0,1,0
"1004","Porto Alegre",290,5,5,3,"4","not acept","not furnished",3500,5600,49,82,9231,1004,4,0,0
"1006","Campinas",46,2,1,1,"3","acept","not furnished",250,970,42,13,1275,1006,3,1,0
"1007","Belo Horizonte",50,2,1,1,"4","acept","not furnished",250,860,69,12,1191,1007,4,1,0
"1009","Campinas",55,1,1,1,"2","acept","not furnished",0,1195,0,16,1211,1009,2,1,0
"1010","Rio de Janeiro",55,1,2,1,"2","acept","not furnished",650,1200,55,16,1921,1010,2,1,0
"1011","Belo Horizonte",80,2,3,2,"6","acept","not furnished",980,3260,350,44,4634,1011,6,1,0
"1013","Campinas",70,2,1,1,"3","acept","not furnished",500,1275,74,17,1866,1013,3,1,0
"1014","Campinas",78,3,2,1,"15","acept","not furnished",542,1935,73,25,2575,1014,15,1,0
"1015","Belo Horizonte",55,2,1,1,"2","acept","not furnished",200,1100,91,15,1406,1015,2,1,0
"1018","Porto Alegre",78,2,1,0,"2","acept","not furnished",80,1330,91,20,1521,1018,2,1,0
"1020","Belo Horizonte",71,3,2,2,"3","acept","not furnished",270,1300,101,18,1689,1020,3,1,0
"1022","Belo Horizonte",70,2,1,1,"3","not acept","not furnished",344,1100,107,15,1566,1022,3,0,0
"1023","Campinas",40,1,1,0,"8","not acept","not furnished",327,595,12,8,942,1023,8,0,0
"1026","Porto Alegre",62,2,2,1,"7","not acept","furnished",800,3900,100,57,4857,1026,7,0,1
"1029","Rio de Janeiro",35,1,1,0,"0","acept","not furnished",0,750,0,10,760,1029,0,1,0
"1032","Belo Horizonte",100,3,3,2,"6","not acept","not furnished",720,1800,143,24,2687,1032,6,0,0
"1033","Rio de Janeiro",60,2,1,0,"7","acept","not furnished",528,1100,86,15,1729,1033,7,1,0
"1035","Rio de Janeiro",120,2,2,0,"8","acept","furnished",990,12000,125,155,13270,1035,8,1,1
"1036","Belo Horizonte",90,3,1,1,"0","acept","not furnished",0,1360,1,23,1384,1036,0,1,0
"1038","Belo Horizonte",154,4,2,3,"4","not acept","furnished",2150,5400,647,72,8269,1038,4,0,1
"1041","Rio de Janeiro",200,4,3,2,"7","acept","not furnished",1940,2300,467,30,4737,1041,7,1,0
"1042","Belo Horizonte",800,7,7,4,"0","acept","furnished",0,8900,943,146,9989,1042,0,1,1
"1044","Campinas",125,2,1,0,"4","acept","not furnished",778,850,120,11,1759,1044,4,1,0
"1045","Campinas",28,1,1,0,"0","not acept","furnished",0,1390,0,18,1408,1045,0,0,1
"1049","Belo Horizonte",600,5,5,2,"0","acept","not furnished",0,7500,158,123,7781,1049,0,1,0
"1051","Campinas",60,2,1,1,"2","acept","not furnished",497,1350,67,18,1932,1051,2,1,0
"1053","Rio de Janeiro",55,2,1,0,"2","acept","not furnished",523,2300,109,30,2962,1053,2,1,0
"1056","Porto Alegre",18,1,1,0,"16","acept","not furnished",480,700,15,11,1206,1056,16,1,0
"1058","Porto Alegre",50,2,1,1,"4","acept","not furnished",600,1190,42,18,1850,1058,4,1,0
"1062","Porto Alegre",263,3,3,0,"2","acept","furnished",30,3500,150,52,3732,1062,2,1,1
"1063","Belo Horizonte",65,2,2,2,"3","acept","not furnished",230,1700,115,23,2068,1063,3,1,0
"1064","Belo Horizonte",166,2,2,2,"6","not acept","not furnished",300,2100,253,28,2681,1064,6,0,0
"1066","Campinas",308,4,3,4,"0","acept","not furnished",0,3900,381,59,4340,1066,0,1,0
"1068","Belo Horizonte",140,3,4,3,"11","acept","not furnished",525,3000,307,40,3872,1068,11,1,0
"1069","Campinas",47,1,1,0,"1","acept","furnished",380,550,14,7,951,1069,1,1,1
"1071","Belo Horizonte",100,3,2,1,"1","acept","not furnished",288,1500,60,20,1868,1071,1,1,0
"1075","Belo Horizonte",280,4,4,3,"8","acept","furnished",2850,9000,503,120,12470,1075,8,1,1
"1078","Belo Horizonte",118,3,3,1,"1","acept","not furnished",350,1230,88,17,1685,1078,1,1,0
"1083","Belo Horizonte",50,2,1,1,"2","acept","not furnished",250,900,69,12,1231,1083,2,1,0
"1085","Rio de Janeiro",80,2,1,0,"2","acept","not furnished",300,2000,76,26,2402,1085,2,1,0
"1086","Porto Alegre",134,3,2,2,"4","acept","not furnished",985,2900,242,43,4170,1086,4,1,0
"1087","Campinas",188,5,4,0,"0","acept","not furnished",0,4000,178,61,4239,1087,0,1,0
"1088","Rio de Janeiro",90,2,2,2,"3","acept","furnished",1100,4850,200,63,6213,1088,3,1,1
"1091","Rio de Janeiro",58,2,1,1,"9","acept","not furnished",500,2673,0,35,3208,1091,9,1,0
"1092","Rio de Janeiro",37,1,1,0,"10","acept","furnished",687,1840,86,24,2637,1092,10,1,1
"1097","Campinas",54,1,1,1,"5","acept","not furnished",750,773,67,10,1600,1097,5,1,0
"1098","Belo Horizonte",68,2,1,1,"11","acept","not furnished",400,500,30,7,937,1098,11,1,0
"1100","Belo Horizonte",350,5,4,4,"0","acept","not furnished",0,15000,1320,246,16570,1100,0,1,0
"1101","Porto Alegre",116,3,2,1,"9","acept","not furnished",700,2600,167,38,3505,1101,9,1,0
"1105","Rio de Janeiro",230,4,4,0,"6","acept","not furnished",2500,11000,900,142,14540,1105,6,1,0
"1106","Belo Horizonte",55,2,1,1,"7","not acept","not furnished",160,900,0,12,1072,1106,7,0,0
"1109","Campinas",184,4,3,4,"0","acept","not furnished",0,3240,220,49,3509,1109,0,1,0
"1110","Rio de Janeiro",250,4,4,0,"1","acept","not furnished",2000,5000,575,65,7640,1110,1,1,0
"1111","Belo Horizonte",306,3,5,0,"0","acept","not furnished",0,8000,0,132,8132,1111,0,1,0
"1112","Belo Horizonte",20,1,1,0,"7","acept","not furnished",420,1050,79,14,1563,1112,7,1,0
"1113","Porto Alegre",60,1,1,0,"2","not acept","not furnished",300,920,0,14,1234,1113,2,0,0
"1116","Rio de Janeiro",113,3,1,0,"1","not acept","furnished",700,2500,130,33,3363,1116,1,0,1
"1117","Rio de Janeiro",66,2,1,1,"3","not acept","not furnished",699,1170,67,16,1952,1117,3,0,0
"1118","Campinas",83,2,1,1,"1","not acept","not furnished",390,960,50,13,1413,1118,1,0,0
"1119","Belo Horizonte",83,3,3,2,"6","acept","furnished",450,3655,142,49,4296,1119,6,1,1
"1124","Rio de Janeiro",85,2,3,1,"5","acept","not furnished",950,7100,194,92,8336,1124,5,1,0
"1130","Rio de Janeiro",32,1,1,0,"8","acept","not furnished",574,1400,66,19,2059,1130,8,1,0
"1134","Belo Horizonte",83,3,2,2,"1","acept","not furnished",200,1250,112,17,1579,1134,1,1,0
"1136","Campinas",64,2,1,1,"2","acept","not furnished",549,850,76,11,1486,1136,2,1,0
"1139","Rio de Janeiro",500,2,5,5,"0","not acept","not furnished",0,1810,54,28,1892,1139,0,0,0
"1140","Porto Alegre",75,2,2,2,"4","acept","furnished",400,2750,92,41,3283,1140,4,1,1
"1142","Belo Horizonte",88,3,2,0,"0","acept","not furnished",0,1200,295,20,1515,1142,0,1,0
"1143","Porto Alegre",60,3,2,1,"3","acept","not furnished",700,1800,80,27,2607,1143,3,1,0
"1144","Belo Horizonte",70,2,1,1,"3","acept","not furnished",215,1100,60,15,1390,1144,3,1,0
"1145","Rio de Janeiro",100,2,3,0,"1","acept","not furnished",0,1700,130,22,1852,1145,1,1,0
"1146","Porto Alegre",37,1,1,0,"2","acept","not furnished",220,628,13,10,871,1146,2,1,0
"1150","Belo Horizonte",144,3,1,2,"0","acept","not furnished",483,2300,170,31,2984,1150,0,1,0
"1151","Belo Horizonte",70,3,2,1,"3","acept","not furnished",250,1200,69,16,1535,1151,3,1,0
"1158","Belo Horizonte",65,2,2,1,"2","acept","not furnished",300,1500,76,20,1896,1158,2,1,0
"1159","Campinas",111,3,3,3,"6","not acept","furnished",1000,5000,283,64,6347,1159,6,0,1
"1163","Porto Alegre",72,2,2,2,"6","acept","not furnished",400,2400,88,36,2924,1163,6,1,0
"1164","Rio de Janeiro",75,2,2,1,"5","not acept","furnished",1832,2750,263,36,4881,1164,5,0,1
